Date,Year,Month,Event,Event_Type,Total_Tourist_Arrivals,Domestic_Tourists,International_Tourists,Hotel_Occupancy(%),Average_Stay_Duration(days),Tourism_Revenue(INR),Cruise_Arrivals,Airport_Footfall,Temperature(C),Rainfall(mm),Flight_Delays,Monsoon_Impact_Flag,Most_Visited_Place,Agency_or_Package,Lag_1_Month,Lag_3_Month,Lag_6_Month,Moving_Average,Seasonal_Index
2022-01-31,2022,1,Cruise Season,Cruise Tourism,79560,62407,17153,62.75,4.95,208460731.33,1957,87905,31.25,555.91,20,1,Bolgatty Palace,Self-Planned,82323,74135,71541,76889,0.87
2024-04-26,2024,4,Biennale,Arts & Cultural,110496,74351,36145,77.83,2.81,149021059.17,1288,123186,32.62,106.47,47,0,Marine Drive,Travel Group,109415,110354,105860,109031,0.99
2023-01-17,2023,1,Wedding Season,MICE,58735,41904,16831,93.82,3.22,92078200.53,174,77423,32.45,139.31,28,0,Hill Palace,Private Agency,54768,65219,46159,56220,1.14
2023-10-13,2023,10,Wedding Season,MICE,59638,45767,13871,67.87,2.65,133593337.85,57,67826,24.88,99.76,30,0,Mattancherry Palace,Private Agency,64037,52885,75599,63039,1.03
2023-08-13,2023,8,Monsoon Dip,Low Season,63636,47662,15974,74.05,4.58,109882044.51,180,79989,30.57,250.24,11,0,Chinese Fishing Nets,Government Package,62165,58241,70330,63593,0.92
2023-12-21,2023,12,Peak Season,Tourism,95345,68344,27001,86.44,2.25,230098347.09,1079,105590,31.15,485.67,31,1,Chinese Fishing Nets,Private Agency,94645,90375,94630,93748,1.0
2022-05-25,2022,5,Wedding Season,MICE,52711,33547,19164,51.99,4.23,104037579.15,136,71648,30.43,35.21,14,0,Chottanikkara Temple,Travel Group,48514,51194,33646,46516,1.09
2022-08-29,2022,8,Cruise Season,Cruise Tourism,51836,34350,17486,63.67,3.33,106378417.54,2135,68986,30.84,20.27,0,0,Bolgatty Palace,Private Agency,51653,53343,59491,54080,0.98
2024-01-01,2024,1,Biennale,Arts & Cultural,76877,56035,20842,92.95,2.17,127354263.21,1355,86932,24.65,472.78,34,1,Fort Kochi,Private Agency,74996,77228,92638,80434,1.19
2023-08-02,2023,8,Onam Festival,Festival,86765,63698,23067,56.07,5.32,116850564.8,79,93783,27.27,549.66,49,1,Chottanikkara Temple,Travel Group,91577,85330,97215,90221,0.88
2022-11-08,2022,11,Biennale,Arts & Cultural,92469,64240,28229,53.39,4.83,120539965.99,1149,101018,25.69,279.16,15,0,Chottanikkara Temple,Government Package,95961,83726,78769,87731,1.01
2024-12-27,2024,12,Wedding Season,MICE,84208,59706,24502,68.37,3.23,120417393.55,144,91158,24.35,506.55,11,1,Marine Drive,Self-Planned,87504,86395,77263,83842,1.08
2024-07-09,2024,7,Biennale,Arts & Cultural,62508,43358,19150,79.59,2.21,163612288.76,2887,67600,30.36,378.93,40,1,Marine Drive,Travel Group,60164,62755,42573,57000,1.04
2022-03-03,2022,3,Biennale,Arts & Cultural,89823,70918,18905,92.99,3.65,161864356.05,1141,94489,25.32,390.49,44,1,Hill Palace,Travel Group,89278,86351,98719,91042,1.16
2023-02-03,2023,2,Wedding Season,MICE,74312,59081,15231,68.28,3.55,207734164.82,198,78675,26.0,357.46,46,1,Chottanikkara Temple,Travel Group,74313,82012,58430,72266,0.8
2022-10-09,2022,10,Conference,MICE,71825,45689,26136,69.9,4.07,187772383.28,62,84218,32.55,497.37,22,1,Fort Kochi,Travel Group,71553,63170,87067,73403,1.06
2024-09-09,2024,9,Conference,MICE,55876,33584,22292,64.31,3.02,146823452.12,139,60697,27.63,138.17,10,0,Lulu Mall,Self-Planned,52644,46450,60530,53875,0.87
2023-07-28,2023,7,Onam Festival,Festival,100777,65527,35250,62.3,3.18,268390357.61,86,112073,27.08,13.17,29,0,Hill Palace,Self-Planned,104491,108552,120533,108588,0.95
2023-02-25,2023,2,Monsoon Dip,Low Season,56975,37494,19481,62.11,1.86,153125263.07,22,76235,25.75,131.81,49,0,Chinese Fishing Nets,Government Package,54993,63400,40966,54083,1.01
2024-09-24,2024,9,Cruise Season,Cruise Tourism,110519,81523,28996,55.39,5.39,194659361.35,184,129050,28.21,131.98,39,0,Fort Kochi,Travel Group,111039,113142,125271,114992,1.17
2022-04-19,2022,4,No Major Event,None,53567,35800,17767,80.93,3.26,154894777.65,88,59194,24.48,519.61,6,1,Chottanikkara Temple,Government Package,51241,62865,39766,51859,1.18
2022-09-02,2022,9,Cruise Season,Cruise Tourism,127763,99952,27811,81.68,3.35,267268740.41,854,142437,30.05,21.62,20,0,Lulu Mall,Government Package,126310,136591,120471,127783,0.87
2024-08-24,2024,8,Biennale,Arts & Cultural,91405,59986,31419,60.65,4.58,246835008.61,846,106839,25.23,118.38,47,0,Fort Kochi,Private Agency,93406,99666,101647,96531,0.93
2022-10-30,2022,10,Peak Season,Tourism,125049,85552,39497,64.43,1.88,278363817.97,493,144693,30.76,140.32,40,0,Lulu Mall,Private Agency,125238,128115,135772,128543,0.95
2023-04-21,2023,4,Wedding Season,MICE,78226,54730,23496,66.18,3.73,221724502.45,107,94278,29.97,178.9,2,0,Fort Kochi,Government Package,80270,76096,66367,75239,1.09
2024-06-26,2024,6,Wedding Season,MICE,54778,36400,18378,65.28,2.58,140002836.67,141,68748,27.14,204.83,21,0,Fort Kochi,Travel Group,50422,55255,68199,57163,1.11
2024-03-15,2024,3,Onam Festival,Festival,98300,63591,34709,84.02,2.81,286516049.44,132,114830,29.75,516.9,20,1,Fort Kochi,Government Package,98557,98994,113186,102259,0.8
2023-06-19,2023,6,Conference,MICE,56993,40461,16532,83.1,2.74,109116013.5,46,66770,26.18,124.16,21,0,Hill Palace,Private Agency,54533,66517,61808,59962,0.85
2024-08-02,2024,8,Conference,MICE,121675,79547,42128,80.26,3.98,197904638.75,112,130689,28.34,260.19,17,0,Mattancherry Palace,Self-Planned,122642,126933,119913,122790,0.95
2022-09-24,2022,9,Peak Season,Tourism,54600,39852,14748,62.65,4.65,156950766.42,676,59898,32.46,242.72,45,0,Hill Palace,Travel Group,52737,64429,73598,61341,0.83
2023-07-15,2023,7,Wedding Season,MICE,52757,35580,17177,81.93,4.81,81234943.79,110,57123,32.11,476.53,19,1,Marine Drive,Government Package,54640,55404,43508,51577,0.84
2023-04-13,2023,4,Biennale,Arts & Cultural,55564,40467,15097,65.99,1.84,88822256.15,1739,64707,25.91,12.67,34,0,Lulu Mall,Self-Planned,52525,65319,39146,53138,1.05
2023-08-14,2023,8,Biennale,Arts & Cultural,98022,78410,19612,69.3,4.44,192769740.58,766,112056,27.1,90.92,45,0,Hill Palace,Travel Group,94298,91070,84707,92024,0.91
2023-07-15,2023,7,Cruise Season,Cruise Tourism,103594,65180,38414,86.6,4.24,194183385.38,432,108766,27.06,39.79,37,0,Marine Drive,Travel Group,101670,109636,95019,102479,0.95
2023-11-14,2023,11,No Major Event,None,69035,53243,15792,81.45,5.33,154860927.74,159,81652,26.76,536.73,43,1,Hill Palace,Government Package,67370,67110,62286,66450,1.05
2022-09-14,2022,9,Wedding Season,MICE,96389,62390,33999,73.87,4.51,287313138.62,168,113085,30.09,88.73,5,0,Chottanikkara Temple,Travel Group,97107,90014,82563,91518,0.98
2022-05-14,2022,5,Biennale,Arts & Cultural,61759,37232,24527,75.71,4.65,121442332.25,74,71213,32.72,34.53,34,0,Chinese Fishing Nets,Travel Group,62476,51872,69980,61521,0.87
2023-07-12,2023,7,Monsoon Dip,Low Season,118968,83074,35894,69.02,2.81,191802907.56,75,126878,27.43,426.27,6,1,Bolgatty Palace,Self-Planned,116578,124698,125412,121414,0.93
2023-05-19,2023,5,No Major Event,None,118280,85017,33263,73.03,3.3,265287368.74,163,128416,28.81,264.31,11,0,Lulu Mall,Private Agency,120559,114110,102845,113948,0.84
2023-06-26,2023,6,Peak Season,Tourism,57629,35939,21690,73.27,3.28,107648982.88,2748,74191,25.69,168.6,11,0,Fort Kochi,Government Package,59547,64777,60997,60737,0.83
2023-09-30,2023,9,Peak Season,Tourism,119846,78189,41657,65.36,2.04,145628397.96,1874,130468,25.86,549.23,44,1,Mattancherry Palace,Travel Group,122135,114529,115575,118021,1.2
2022-10-24,2022,10,No Major Event,None,95073,59445,35628,76.1,3.61,142398176.86,143,108289,30.38,197.8,21,0,Marine Drive,Government Package,90395,85376,78189,87258,1.14
2024-07-03,2024,7,Peak Season,Tourism,107935,76325,31610,72.22,4.24,282663011.1,1937,126326,31.8,490.11,10,1,Chottanikkara Temple,Travel Group,107416,106223,97249,104705,1.11
2024-12-14,2024,12,Onam Festival,Festival,59126,44961,14165,50.03,5.4,145873393.3,77,65186,29.43,366.49,16,1,Mattancherry Palace,Private Agency,61544,58701,50384,57438,1.08
2023-07-11,2023,7,Biennale,Arts & Cultural,94306,72079,22227,81.3,2.7,118022880.95,1305,104673,31.62,541.84,48,1,Chottanikkara Temple,Travel Group,93925,100405,84730,93341,0.9
2023-07-24,2023,7,Biennale,Arts & Cultural,74674,51161,23513,69.5,5.23,124762402.85,2193,91641,24.58,545.64,34,1,Chottanikkara Temple,Government Package,79345,67927,93678,78906,1.05
2023-09-17,2023,9,Cruise Season,Cruise Tourism,77248,59729,17519,66.79,3.71,155700602.46,2328,89878,28.95,568.77,14,1,Bolgatty Palace,Travel Group,77553,67380,94821,79250,0.96
2023-02-22,2023,2,Peak Season,Tourism,78095,50482,27613,68.16,1.9,208058039.91,2592,83141,32.21,47.99,15,0,Bolgatty Palace,Government Package,79449,75646,89473,80665,0.81
2024-09-21,2024,9,Monsoon Dip,Low Season,117458,90516,26942,75.9,3.1,303805616.3,195,133671,25.2,259.49,26,0,Mattancherry Palace,Self-Planned,119165,116793,114370,116946,1.06
2023-07-29,2023,7,Monsoon Dip,Low Season,123967,89769,34198,86.59,4.17,220726546.72,151,130657,25.8,505.97,9,1,Fort Kochi,Private Agency,122293,125786,111038,120771,0.96
2022-03-22,2022,3,Biennale,Arts & Cultural,94874,65233,29641,68.39,1.78,191641091.79,308,113782,28.19,201.71,49,0,Fort Kochi,Self-Planned,94347,100474,89765,94865,0.9
2023-03-08,2023,3,Wedding Season,MICE,107773,70205,37568,92.44,1.6,223989241.47,155,121566,25.83,349.09,12,1,Bolgatty Palace,Government Package,112556,107111,94639,105519,1.1
2022-05-03,2022,5,Wedding Season,MICE,90090,58082,32008,74.49,2.02,248700876.66,40,93535,27.64,461.82,19,1,Fort Kochi,Government Package,89481,83206,89515,88073,1.2
2022-01-20,2022,1,Biennale,Arts & Cultural,108054,79827,28227,68.41,2.66,131650195.0,2234,122202,29.45,583.27,48,1,Cherai Beach,Self-Planned,107260,108192,88599,103026,1.12
2022-12-21,2022,12,Conference,MICE,59315,38145,21170,81.21,4.53,165687063.48,89,77024,32.35,521.59,7,1,Marine Drive,Self-Planned,58419,51212,78603,61887,0.84
2023-03-04,2023,3,Onam Festival,Festival,87026,53549,33477,51.31,3.31,136163872.87,36,106084,27.5,117.87,41,0,Chottanikkara Temple,Self-Planned,87439,79858,76648,82742,1.08
2022-04-26,2022,4,Wedding Season,MICE,124313,78044,46269,86.16,4.12,249032604.47,128,137036,28.06,568.69,12,1,Bolgatty Palace,Self-Planned,121322,130831,128364,126207,1.09
2023-04-28,2023,4,Biennale,Arts & Cultural,100043,75406,24637,59.98,2.23,137564125.07,1784,109503,26.6,334.29,32,1,Hill Palace,Self-Planned,101453,98680,91631,97951,1.15
2023-04-03,2023,4,Cruise Season,Cruise Tourism,97816,59714,38102,66.87,2.3,231228257.37,2903,101743,24.85,428.27,28,1,Fort Kochi,Travel Group,93061,93706,86281,92716,1.11
2023-05-30,2023,5,No Major Event,None,81780,62105,19675,81.45,2.14,159319088.07,42,99441,29.1,47.75,9,0,Mattancherry Palace,Private Agency,85466,72414,100197,84964,0.93
2023-12-12,2023,12,Peak Season,Tourism,122601,87680,34921,86.67,3.81,290617415.02,2758,129887,28.1,479.12,16,1,Bolgatty Palace,Self-Planned,122798,113471,129139,122002,1.0
2024-10-09,2024,10,Peak Season,Tourism,83660,56930,26730,69.95,2.31,180012433.87,153,95946,27.13,20.35,3,0,Mattancherry Palace,Private Agency,85573,76232,75626,80272,1.17
2023-09-16,2023,9,Monsoon Dip,Low Season,121814,85434,36380,89.02,3.37,301936327.0,58,132391,24.14,478.05,47,1,Hill Palace,Government Package,122936,127823,117458,122507,0.86
2024-09-03,2024,9,Wedding Season,MICE,76538,51469,25069,82.67,5.08,113507453.37,72,80452,31.69,557.75,11,1,Cherai Beach,Self-Planned,77815,82492,69341,76546,0.88
2024-09-28,2024,9,Peak Season,Tourism,68767,53764,15003,72.16,4.38,88836510.0,583,73104,28.18,130.94,32,0,Mattancherry Palace,Travel Group,67620,65634,61117,65784,1.01
2024-11-23,2024,11,Conference,MICE,105559,76536,29023,94.34,3.76,218288100.23,153,118759,29.79,85.92,36,0,Bolgatty Palace,Private Agency,108088,114165,115845,110914,0.9
2022-06-06,2022,6,Cruise Season,Cruise Tourism,66206,49475,16731,76.27,5.45,117586444.35,2959,84969,28.0,91.12,27,0,Bolgatty Palace,Government Package,61499,64832,50058,60648,0.89
2023-11-04,2023,11,Onam Festival,Festival,91269,72436,18833,61.85,2.21,198343961.34,137,105342,32.05,274.12,34,0,Lulu Mall,Self-Planned,91955,96933,91142,92824,0.87
2023-05-24,2023,5,Conference,MICE,89251,60781,28470,92.09,4.67,260611546.38,162,104305,26.2,546.36,18,1,Mattancherry Palace,Self-Planned,86486,98034,86432,90050,0.85
2023-06-08,2023,6,Monsoon Dip,Low Season,76281,49817,26464,68.39,4.24,103598411.43,133,94387,26.57,42.05,30,0,Bolgatty Palace,Self-Planned,77809,75006,75208,76076,1.17
2024-07-04,2024,7,Peak Season,Tourism,106458,84944,21514,74.31,2.07,165600198.64,2709,115702,29.65,171.44,10,0,Hill Palace,Government Package,101858,114134,109577,108006,1.09
2022-10-15,2022,10,Wedding Season,MICE,92696,73253,19443,69.63,1.93,276765719.35,186,110933,30.9,542.15,4,1,Fort Kochi,Self-Planned,94930,99160,101218,97001,1.05
2023-06-29,2023,6,Monsoon Dip,Low Season,102748,70825,31923,52.52,3.4,246339568.64,45,119136,30.26,486.47,40,1,Mattancherry Palace,Travel Group,107112,102651,96433,102236,1.16
2022-12-30,2022,12,Wedding Season,MICE,108208,86320,21888,94.06,3.16,204255734.05,136,126078,30.73,268.9,3,0,Bolgatty Palace,Travel Group,107454,100889,118975,108881,1.19
2024-04-10,2024,4,Wedding Season,MICE,73790,52387,21403,75.11,3.56,158540949.16,180,87628,25.57,582.44,28,1,Cherai Beach,Private Agency,73412,64454,76809,72116,1.0
2023-12-12,2023,12,Onam Festival,Festival,88763,55513,33250,50.51,3.02,133748778.18,36,105523,30.96,213.69,31,0,Marine Drive,Private Agency,85528,97340,102760,93597,1.17
2022-01-29,2022,1,Peak Season,Tourism,66672,43580,23092,75.63,1.91,112715306.18,2948,84525,24.31,285.34,32,0,Chottanikkara Temple,Private Agency,66971,70424,72940,69251,1.18
2023-11-22,2023,11,Peak Season,Tourism,96484,68034,28450,82.63,4.84,133229010.34,863,110056,25.16,90.98,0,0,Marine Drive,Travel Group,96569,98677,101385,98278,0.87
2024-05-29,2024,5,Biennale,Arts & Cultural,112007,86541,25466,53.78,3.59,291007367.0,721,116471,32.4,95.12,25,0,Lulu Mall,Government Package,109159,108932,100709,107701,0.83
2023-04-14,2023,4,Wedding Season,MICE,67544,53573,13971,65.8,3.17,112833294.94,80,82978,26.26,382.75,18,1,Fort Kochi,Self-Planned,62710,63754,59270,63319,0.99
2022-02-17,2022,2,Onam Festival,Festival,78004,59595,18409,51.93,4.71,218365851.05,60,93524,32.73,208.31,0,0,Marine Drive,Travel Group,79281,73686,67654,74656,1.01
2024-11-01,2024,11,Cruise Season,Cruise Tourism,65480,47394,18086,88.43,2.0,126913576.97,2190,80756,32.11,54.6,38,0,Cherai Beach,Travel Group,68782,57865,78188,67578,1.14
2024-01-19,2024,1,No Major Event,None,127580,93250,34330,85.26,3.48,237547146.75,51,139820,30.38,156.36,48,0,Lulu Mall,Private Agency,126305,118038,114435,121589,0.89
2023-01-27,2023,1,Biennale,Arts & Cultural,86465,62755,23710,79.84,2.46,256934131.45,223,105195,29.5,277.03,43,0,Bolgatty Palace,Travel Group,91275,86315,66515,82642,1.04
2023-09-07,2023,9,Monsoon Dip,Low Season,57072,40746,16326,80.29,2.58,70130899.3,125,61075,27.13,57.37,5,0,Mattancherry Palace,Private Agency,57437,64513,61578,60150,1.17
2023-03-12,2023,3,Onam Festival,Festival,108296,71701,36595,78.55,2.39,303698513.23,132,120949,27.37,103.44,40,0,Marine Drive,Travel Group,109759,104890,109665,108152,1.04
2022-04-29,2022,4,Biennale,Arts & Cultural,96218,72944,23274,50.58,3.06,208250381.1,1148,108018,32.53,49.11,17,0,Cherai Beach,Government Package,94409,88493,85870,91247,1.09
2024-03-08,2024,3,Peak Season,Tourism,59274,38545,20729,93.9,2.51,88082331.29,1629,65512,29.61,29.34,30,0,Fort Kochi,Travel Group,63947,55306,49703,57057,1.05
2022-08-22,2022,8,Conference,MICE,70494,55698,14796,88.15,2.99,128390112.85,197,75216,31.04,217.56,1,0,Marine Drive,Self-Planned,72015,65776,84063,73087,1.0
2023-06-22,2023,6,Monsoon Dip,Low Season,56679,42878,13801,65.9,3.9,124075858.88,164,64937,25.89,231.82,36,0,Chottanikkara Temple,Self-Planned,52046,48047,56424,53299,1.01
2023-02-20,2023,2,Biennale,Arts & Cultural,77315,52414,24901,74.64,3.26,189589677.92,2595,86016,30.7,83.1,34,0,Marine Drive,Self-Planned,78800,82558,66998,76417,0.86
2023-02-24,2023,2,Conference,MICE,127869,77242,50627,86.6,1.71,333128711.56,87,144739,26.12,547.88,48,1,Cherai Beach,Government Package,129367,131191,133582,130502,1.12
2022-05-08,2022,5,Cruise Season,Cruise Tourism,81433,56951,24482,50.16,4.98,232863896.73,2387,94150,26.36,432.53,15,1,Bolgatty Palace,Government Package,76466,75927,70268,76023,1.14
2022-06-10,2022,6,Conference,MICE,87759,59279,28480,58.02,4.85,113648586.33,100,99808,24.14,273.21,17,0,Hill Palace,Government Package,84929,84547,99792,89256,1.02
2022-12-11,2022,12,No Major Event,None,86648,53703,32945,68.89,5.06,222869157.93,62,105660,26.99,206.71,4,0,Mattancherry Palace,Self-Planned,86600,88164,66843,82063,1.07
2022-06-14,2022,6,Biennale,Arts & Cultural,62533,48353,14180,80.68,1.61,93786597.61,2226,79307,24.77,262.15,14,0,Lulu Mall,Travel Group,67204,72498,61770,66001,0.95
2024-01-15,2024,1,Biennale,Arts & Cultural,68373,48695,19678,58.16,3.4,134183807.78,2265,74941,26.13,268.2,15,0,Chinese Fishing Nets,Travel Group,70617,61058,56108,64039,0.97
2024-04-15,2024,4,Peak Season,Tourism,91470,69351,22119,87.15,2.85,217635042.0,1743,95787,24.82,298.18,27,0,Fort Kochi,Government Package,95210,91011,110806,97124,1.1
2023-12-29,2023,12,Cruise Season,Cruise Tourism,92181,72508,19673,50.91,3.27,138634313.71,1061,102489,27.52,189.75,13,0,Cherai Beach,Private Agency,89362,92071,76544,87539,1.1
2022-08-09,2022,8,Conference,MICE,65090,47870,17220,56.35,5.4,108527519.41,63,69229,32.93,445.64,27,1,Hill Palace,Travel Group,60547,60141,80113,66472,1.0
2024-10-03,2024,10,Conference,MICE,126442,91812,34630,56.63,3.53,166771046.08,39,129983,24.71,247.33,10,0,Mattancherry Palace,Self-Planned,129397,121364,111392,122148,1.16
2022-01-05,2022,1,No Major Event,None,126906,87514,39392,59.86,4.52,153908117.6,186,134306,29.66,55.5,28,0,Fort Kochi,Travel Group,126662,136274,121929,127942,1.08
2024-05-07,2024,5,Conference,MICE,88594,64883,23711,65.46,2.06,177408581.41,147,92035,27.53,401.93,45,1,Chinese Fishing Nets,Private Agency,83954,80816,82774,84034,0.89
2023-11-10,2023,11,Peak Season,Tourism,119240,78341,40899,53.45,2.32,324082445.07,1360,123795,29.32,110.8,20,0,Marine Drive,Private Agency,122167,111628,106199,114808,0.85
2023-07-08,2023,7,Peak Season,Tourism,82971,61305,21666,64.51,3.92,118634879.81,2587,90830,30.0,88.96,15,0,Cherai Beach,Government Package,87132,90313,96376,89198,0.87
2023-08-11,2023,8,Biennale,Arts & Cultural,80262,54455,25807,86.2,3.32,118875525.05,995,97258,31.9,79.94,36,0,Fort Kochi,Travel Group,84675,83619,63790,78086,1.14
2024-09-30,2024,9,Monsoon Dip,Low Season,113841,74012,39829,53.93,1.9,157795784.06,68,121007,30.5,111.71,6,0,Lulu Mall,Travel Group,112442,110469,101526,109569,0.92
2022-12-08,2022,12,Peak Season,Tourism,71975,46216,25759,77.99,2.14,167718056.06,2865,87869,24.57,79.21,41,0,Chottanikkara Temple,Self-Planned,76003,63536,55755,66817,0.82
2024-10-22,2024,10,Biennale,Arts & Cultural,59123,41184,17939,67.33,1.63,81591486.93,2651,68517,30.92,159.64,34,0,Chottanikkara Temple,Self-Planned,55779,50325,71618,59211,0.83
2023-08-05,2023,8,Onam Festival,Festival,65145,45775,19370,58.42,2.29,124847696.59,35,83572,29.73,268.26,13,0,Bolgatty Palace,Private Agency,66330,71544,63090,66527,0.9
2022-08-05,2022,8,Monsoon Dip,Low Season,51269,35985,15284,55.35,3.98,142539384.44,59,55006,29.82,85.55,12,0,Fort Kochi,Travel Group,50370,50052,64002,53923,1.18
2022-12-26,2022,12,Wedding Season,MICE,55065,37942,17123,62.0,2.18,146285505.55,80,69214,30.11,74.16,22,0,Mattancherry Palace,Government Package,53061,55847,52577,54137,0.9
2023-03-15,2023,3,Onam Festival,Festival,104656,75065,29591,66.72,1.6,302824580.77,85,117913,31.55,132.29,30,0,Chinese Fishing Nets,Government Package,107831,105517,86050,101013,1.12
2022-04-10,2022,4,Cruise Season,Cruise Tourism,100015,76176,23839,92.01,4.15,204927355.55,1194,115291,28.09,313.74,16,1,Fort Kochi,Private Agency,103391,104427,97218,101262,1.09
2022-11-06,2022,11,Peak Season,Tourism,79994,49980,30014,86.73,5.08,164391483.99,2345,83755,27.34,288.07,17,0,Bolgatty Palace,Self-Planned,82273,79835,81500,80900,1.14
2022-03-07,2022,3,Wedding Season,MICE,65900,41749,24151,83.45,5.18,89894521.21,101,71572,31.67,415.43,36,1,Chottanikkara Temple,Travel Group,63731,71563,75198,69098,0.95
2024-05-04,2024,5,Monsoon Dip,Low Season,113957,78208,35749,64.72,2.27,292501306.4,53,128018,25.8,400.47,42,1,Cherai Beach,Private Agency,116179,108244,112219,112649,1.11
2022-12-28,2022,12,Onam Festival,Festival,116932,81799,35133,66.31,4.93,169803848.0,60,135159,24.62,136.99,15,0,Lulu Mall,Self-Planned,117386,122684,110827,116957,0.89
2022-03-13,2022,3,Wedding Season,MICE,115687,84686,31001,58.03,3.53,196665995.8,41,119172,32.72,53.17,39,0,Cherai Beach,Self-Planned,113290,124693,111773,116360,1.01
2022-02-02,2022,2,Monsoon Dip,Low Season,123160,80213,42947,50.62,2.15,340595692.24,198,139992,29.58,9.45,43,0,Hill Palace,Travel Group,123513,121635,109240,119387,0.91
2024-06-12,2024,6,Monsoon Dip,Low Season,103548,62597,40951,56.47,2.04,188110825.52,133,113171,29.69,289.55,1,0,Cherai Beach,Travel Group,101256,96193,101058,100513,1.12
2024-06-12,2024,6,Cruise Season,Cruise Tourism,86186,60830,25356,69.7,2.43,113118504.72,2862,89505,27.93,47.29,38,0,Chinese Fishing Nets,Self-Planned,86749,83072,103222,89807,1.09
2024-10-02,2024,10,Cruise Season,Cruise Tourism,76041,49222,26819,93.34,3.85,195023357.1,2414,82085,25.51,183.36,1,0,Marine Drive,Government Package,75267,74680,72070,74514,0.82
2022-09-02,2022,9,Conference,MICE,70020,46556,23464,76.15,3.9,195002936.14,183,89770,31.32,111.03,22,0,Lulu Mall,Government Package,74047,65680,53440,65796,0.92
2022-02-21,2022,2,Conference,MICE,122004,76780,45224,58.2,3.91,271496118.47,175,134566,32.43,294.29,36,0,Chottanikkara Temple,Government Package,125923,126221,132896,126761,0.89
2024-12-30,2024,12,Peak Season,Tourism,74378,51605,22773,93.51,4.25,216348463.06,505,91657,32.18,462.96,20,1,Chottanikkara Temple,Travel Group,74753,80103,79599,77208,0.82
2022-11-12,2022,11,Peak Season,Tourism,81505,57792,23713,69.81,4.7,181902045.18,1111,87454,24.94,536.13,33,1,Lulu Mall,Private Agency,76931,83561,71150,78286,1.19
2023-10-30,2023,10,Wedding Season,MICE,79049,55669,23380,66.61,4.17,143167463.62,149,86052,28.1,394.52,3,1,Bolgatty Palace,Government Package,83525,69775,80040,78097,0.98
2024-02-02,2024,2,Biennale,Arts & Cultural,84730,51439,33291,64.2,3.42,237998709.02,2432,93647,25.31,240.22,2,0,Cherai Beach,Government Package,83149,86743,97881,88125,1.15
2022-07-29,2022,7,Peak Season,Tourism,102537,74256,28281,64.55,2.19,276186634.69,697,116597,31.11,540.09,48,1,Fort Kochi,Private Agency,103114,98672,90162,98621,1.02
2022-05-28,2022,5,Conference,MICE,128542,86128,42414,91.67,4.85,304972424.56,83,147568,32.44,55.79,21,0,Marine Drive,Self-Planned,125902,135774,119393,127402,0.8
2023-01-11,2023,1,Cruise Season,Cruise Tourism,95502,58922,36580,93.71,3.87,226161941.01,80,107837,29.87,556.23,23,1,Fort Kochi,Self-Planned,96896,96138,95254,95947,1.18
2023-11-10,2023,11,Conference,MICE,98458,64392,34066,67.15,5.31,170994653.6,174,105204,30.25,509.08,44,1,Mattancherry Palace,Self-Planned,101634,96627,85467,95546,1.01
2023-09-13,2023,9,Onam Festival,Festival,58524,40337,18187,50.76,2.57,88008606.29,90,61590,29.37,356.62,8,1,Lulu Mall,Government Package,55997,55601,67960,59520,1.09
2024-11-22,2024,11,Monsoon Dip,Low Season,67580,49831,17749,89.79,3.76,154661457.94,75,77952,26.64,227.66,16,0,Marine Drive,Self-Planned,70793,69168,80366,71976,0.95
2022-09-28,2022,9,Biennale,Arts & Cultural,94707,74006,20701,71.62,2.89,170466300.57,1081,104483,24.13,467.07,2,1,Lulu Mall,Travel Group,96608,103764,80053,93783,1.1
2022-01-03,2022,1,Wedding Season,MICE,109476,77868,31608,77.01,1.84,221478504.46,172,116770,32.68,72.61,11,0,Hill Palace,Private Agency,108124,99599,90278,101869,1.05
2022-06-17,2022,6,Conference,MICE,59988,41184,18804,62.11,5.44,177092451.05,76,77509,31.8,125.91,7,0,Hill Palace,Private Agency,61064,52269,67913,60308,1.07
2024-06-21,2024,6,Peak Season,Tourism,115202,76341,38861,78.06,4.11,205297476.91,1235,120479,27.42,303.3,38,1,Fort Kochi,Travel Group,119754,106612,110211,112944,0.89
2023-09-25,2023,9,Conference,MICE,93059,59629,33430,93.97,4.95,176735087.75,76,103841,27.31,262.61,44,0,Fort Kochi,Self-Planned,92003,85469,75373,86476,1.05
2022-08-22,2022,8,Monsoon Dip,Low Season,50187,34123,16064,67.55,3.0,83390278.18,61,61112,32.89,85.65,46,0,Bolgatty Palace,Self-Planned,46564,49750,50010,49127,1.05
2023-04-14,2023,4,Conference,MICE,66213,52015,14198,72.0,2.89,118116435.6,94,78189,26.04,569.21,3,1,Bolgatty Palace,Private Agency,66377,72881,57239,65677,1.08
2022-01-25,2022,1,Onam Festival,Festival,98591,65215,33376,87.85,2.24,198647361.11,110,104038,25.3,37.64,45,0,Bolgatty Palace,Government Package,98245,98255,90081,96293,1.03
2022-01-26,2022,1,Monsoon Dip,Low Season,60076,44442,15634,66.11,3.12,123777172.46,20,70988,29.19,533.64,38,1,Hill Palace,Government Package,57708,60808,64053,60661,1.04
2022-01-16,2022,1,Biennale,Arts & Cultural,115020,71322,43698,80.87,4.08,169227100.34,1864,135014,26.49,157.0,44,0,Lulu Mall,Private Agency,117031,116071,104506,113157,1.09
